RecordNumber,SourceName,TaskCategory,EventCode,EventType,Type
23318,RFCOMM,"The operation completed successfully.",1,4,Information
23317,BTHUSB,"The operation completed successfully.",37,4,Information
23316,BTHUSB,"The operation completed successfully.",37,4,Information
23315,RFCOMM,"The operation completed successfully.",1,4,Information
23314,BTHUSB,"The operation completed successfully.",37,4,Information
23313,BTHUSB,"The operation completed successfully.",37,4,Information
23312,RFCOMM,"The operation completed successfully.",1,4,Information
23311,BTHUSB,"The operation completed successfully.",37,4,Information
23310,BTHUSB,"The operation completed successfully.",37,4,Information
23309,RFCOMM,"The operation completed successfully.",1,4,Information
23308,BTHUSB,"The operation completed successfully.",37,4,Information
23307,BTHUSB,"The operation completed successfully.",37,4,Information
23306,RFCOMM,"The operation completed successfully.",1,4,Information
23305,BTHUSB,"The operation completed successfully.",37,4,Information
23304,BTHUSB,"The operation completed successfully.",37,4,Information
23303,RFCOMM,"The operation completed successfully.",1,4,Information
23302,BTHUSB,"The operation completed successfully.",37,4,Information
23301,BTHUSB,"The operation completed successfully.",37,4,Information
23300,RFCOMM,"The operation completed successfully.",1,4,Information
23299,BTHUSB,"The operation completed successfully.",37,4,Information
23298,BTHUSB,"The operation completed successfully.",37,4,Information
23297,RFCOMM,"The operation completed successfully.",1,4,Information
23296,BTHUSB,"The operation completed successfully.",37,4,Information
23295,BTHUSB,"The operation completed successfully.",37,4,Information
23294,RFCOMM,"The operation completed successfully.",1,4,Information
23293,BTHUSB,"The operation completed successfully.",37,4,Information
23292,BTHUSB,"The operation completed successfully.",37,4,Information
23291,RFCOMM,"The operation completed successfully.",1,4,Information
23290,BTHUSB,"The operation completed successfully.",37,4,Information
23289,BTHUSB,"The operation completed successfully.",37,4,Information
23288,RFCOMM,"The operation completed successfully.",1,4,Information
23287,BTHUSB,"The operation completed successfully.",37,4,Information
23286,BTHUSB,"The operation completed successfully.",37,4,Information
23285,RFCOMM,"The operation completed successfully.",1,4,Information
23284,BTHUSB,"The operation completed successfully.",37,4,Information
23283,BTHUSB,"The operation completed successfully.",37,4,Information
23282,RFCOMM,"The operation completed successfully.",1,4,Information
23281,BTHUSB,"The operation completed successfully.",37,4,Information
23280,BTHUSB,"The operation completed successfully.",37,4,Information
23279,RFCOMM,"The operation completed successfully.",1,4,Information
23278,BTHUSB,"The operation completed successfully.",37,4,Information
23277,BTHUSB,"The operation completed successfully.",37,4,Information
23276,RFCOMM,"The operation completed successfully.",1,4,Information
23275,BTHUSB,"The operation completed successfully.",37,4,Information
23274,BTHUSB,"The operation completed successfully.",37,4,Information
23273,RFCOMM,"The operation completed successfully.",1,4,Information
23272,BTHUSB,"The operation completed successfully.",37,4,Information
23271,BTHUSB,"The operation completed successfully.",37,4,Information
23270,RFCOMM,"The operation completed successfully.",1,4,Information
23269,BTHUSB,"The operation completed successfully.",37,4,Information
23268,BTHUSB,"The operation completed successfully.",37,4,Information
23267,RFCOMM,"The operation completed successfully.",1,4,Information
23266,BTHUSB,"The operation completed successfully.",37,4,Information
23265,BTHUSB,"The operation completed successfully.",37,4,Information
23264,RFCOMM,"The operation completed successfully.",1,4,Information
23263,BTHUSB,"The operation completed successfully.",37,4,Information
23262,BTHUSB,"The operation completed successfully.",37,4,Information
23261,RFCOMM,"The operation completed successfully.",1,4,Information
23260,BTHUSB,"The operation completed successfully.",37,4,Information
23259,BTHUSB,"The operation completed successfully.",37,4,Information
23258,RFCOMM,"The operation completed successfully.",1,4,Information
23257,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3,Warning
23256,RFCOMM,"The operation completed successfully.",1,4,Information
23255,BTHUSB,"The operation completed successfully.",37,4,Information
23254,BTHUSB,"The operation completed successfully.",37,4,Information
23253,RFCOMM,"The operation completed successfully.",1,4,Information
23252,BTHUSB,"The operation completed successfully.",37,4,Information
23251,BTHUSB,"The operation completed successfully.",37,4,Information
23250,RFCOMM,"The operation completed successfully.",1,4,Information
23249,BTHUSB,"The operation completed successfully.",37,4,Information
23248,BTHUSB,"The operation completed successfully.",37,4,Information
23247,RFCOMM,"The operation completed successfully.",1,4,Information
23246,"Microsoft-Windows-Power-Troubleshooter","The operation completed successfully.",1,4,Information
23245,BTHUSB,"The operation completed successfully.",18,4,Information
23244,"Microsoft-Windows-UserModePowerService","The environment is incorrect.",12,4,Information
23243,"Microsoft-Windows-UserModePowerService","The environment is incorrect.",12,4,Information
23242,"Microsoft-Windows-UserModePowerService","The environment is incorrect.",12,4,Information
23241,"Microsoft-Windows-Kernel-Power","The process cannot access the file because another process has locked a portion of the file.",131,4,Information
23240,BTHUSB,"The operation completed successfully.",37,4,Information
23239,RFCOMM,"The operation completed successfully.",1,4,Information
23238,"Microsoft-Windows-Kernel-General",Shell,1,4,Information
23237,"Microsoft-Windows-Kernel-Power","The semaphore is set and cannot be closed.",107,4,Information
23236,"Microsoft-Windows-Kernel-Power","The specified network name is no longer available.",42,4,Information
23235,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2,Error
23234,BTHUSB,"The operation completed successfully.",37,4,Information
23233,BTHUSB,"The operation completed successfully.",37,4,Information
23232,RFCOMM,"The operation completed successfully.",1,4,Information
23231,BTHUSB,"The operation completed successfully.",37,4,Information
23230,BTHUSB,"The operation completed successfully.",37,4,Information
23229,RFCOMM,"The operation completed successfully.",1,4,Information
23228,BTHUSB,"The operation completed successfully.",37,4,Information
23227,BTHUSB,"The operation completed successfully.",37,4,Information
23226,RFCOMM,"The operation completed successfully.",1,4,Information
23225,BTHUSB,"The operation completed successfully.",37,4,Information
23224,BTHUSB,"The operation completed successfully.",37,4,Information
23223,RFCOMM,"The operation completed successfully.",1,4,Information
23222,BTHUSB,"The operation completed successfully.",37,4,Information
23221,BTHUSB,"The operation completed successfully.",37,4,Information
23220,RFCOMM,"The operation completed successfully.",1,4,Information
23219,BTHUSB,"The operation completed successfully.",37,4,Information
23218,BTHUSB,"The operation completed successfully.",37,4,Information
23217,RFCOMM,"The operation completed successfully.",1,4,Information
23216,BTHUSB,"The operation completed successfully.",37,4,Information
23215,BTHUSB,"The operation completed successfully.",37,4,Information
23214,RFCOMM,"The operation completed successfully.",1,4,Information
23213,BTHUSB,"The operation completed successfully.",37,4,Information
23212,BTHUSB,"The operation completed successfully.",37,4,Information
23211,RFCOMM,"The operation completed successfully.",1,4,Information
23210,BTHUSB,"The operation completed successfully.",37,4,Information
23209,BTHUSB,"The operation completed successfully.",37,4,Information
23208,RFCOMM,"The operation completed successfully.",1,4,Information
23207,BTHUSB,"The operation completed successfully.",37,4,Information
23206,BTHUSB,"The operation completed successfully.",37,4,Information
23205,RFCOMM,"The operation completed successfully.",1,4,Information
23204,BTHUSB,"The operation completed successfully.",37,4,Information
23203,BTHUSB,"The operation completed successfully.",37,4,Information
23202,RFCOMM,"The operation completed successfully.",1,4,Information
23201,BTHUSB,"The operation completed successfully.",37,4,Information
23200,BTHUSB,"The operation completed successfully.",37,4,Information
23199,RFCOMM,"The operation completed successfully.",1,4,Information
23198,BTHUSB,"The operation completed successfully.",37,4,Information
23197,BTHUSB,"The operation completed successfully.",37,4,Information
23196,RFCOMM,"The operation completed successfully.",1,4,Information
23195,BTHUSB,"The operation completed successfully.",37,4,Information
23194,BTHUSB,"The operation completed successfully.",37,4,Information
23193,RFCOMM,"The operation completed successfully.",1,4,Information
23192,BTHUSB,"The operation completed successfully.",37,4,Information
23191,BTHUSB,"The operation completed successfully.",37,4,Information
23190,RFCOMM,"The operation completed successfully.",1,4,Information
23189,BTHUSB,"The operation completed successfully.",37,4,Information
23188,BTHUSB,"The operation completed successfully.",37,4,Information
23187,RFCOMM,"The operation completed successfully.",1,4,Information
23186,BTHUSB,"The operation completed successfully.",37,4,Information
23185,BTHUSB,"The operation completed successfully.",37,4,Information
23184,RFCOMM,"The operation completed successfully.",1,4,Information
23183,BTHUSB,"The operation completed successfully.",37,4,Information
23182,BTHUSB,"The operation completed successfully.",37,4,Information
23181,RFCOMM,"The operation completed successfully.",1,4,Information
23180,BTHUSB,"The operation completed successfully.",37,4,Information
23179,BTHUSB,"The operation completed successfully.",37,4,Information
23178,RFCOMM,"The operation completed successfully.",1,4,Information
23177,BTHUSB,"The operation completed successfully.",37,4,Information
23176,BTHUSB,"The operation completed successfully.",37,4,Information
23175,RFCOMM,"The operation completed successfully.",1,4,Information
23174,BTHUSB,"The operation completed successfully.",37,4,Information
23173,BTHUSB,"The operation completed successfully.",37,4,Information
23172,RFCOMM,"The operation completed successfully.",1,4,Information
23171,BTHUSB,"The operation completed successfully.",37,4,Information
23170,BTHUSB,"The operation completed successfully.",37,4,Information
23169,RFCOMM,"The operation completed successfully.",1,4,Information
23168,BTHUSB,"The operation completed successfully.",37,4,Information
23167,BTHUSB,"The operation completed successfully.",37,4,Information
23166,RFCOMM,"The operation completed successfully.",1,4,Information
23165,BTHUSB,"The operation completed successfully.",37,4,Information
23164,BTHUSB,"The operation completed successfully.",37,4,Information
23163,RFCOMM,"The operation completed successfully.",1,4,Information
23162,BTHUSB,"The operation completed successfully.",37,4,Information
23161,BTHUSB,"The operation completed successfully.",37,4,Information
23160,RFCOMM,"The operation completed successfully.",1,4,Information
23159,BTHUSB,"The operation completed successfully.",37,4,Information
23158,BTHUSB,"The operation completed successfully.",37,4,Information
23157,RFCOMM,"The operation completed successfully.",1,4,Information
23156,BTHUSB,"The operation completed successfully.",37,4,Information
23155,BTHUSB,"The operation completed successfully.",37,4,Information
23154,RFCOMM,"The operation completed successfully.",1,4,Information
23153,BTHUSB,"The operation completed successfully.",37,4,Information
23152,BTHUSB,"The operation completed successfully.",37,4,Information
23151,RFCOMM,"The operation completed successfully.",1,4,Information
23150,BTHUSB,"The operation completed successfully.",37,4,Information
23149,BTHUSB,"The operation completed successfully.",37,4,Information
23148,RFCOMM,"The operation completed successfully.",1,4,Information
23147,BTHUSB,"The operation completed successfully.",37,4,Information
23146,BTHUSB,"The operation completed successfully.",37,4,Information
23145,RFCOMM,"The operation completed successfully.",1,4,Information
23144,BTHUSB,"The operation completed successfully.",37,4,Information
23143,BTHUSB,"The operation completed successfully.",37,4,Information
23142,RFCOMM,"The operation completed successfully.",1,4,Information
23141,BTHUSB,"The operation completed successfully.",37,4,Information
23140,BTHUSB,"The operation completed successfully.",37,4,Information
23139,RFCOMM,"The operation completed successfully.",1,4,Information
23138,BTHUSB,"The operation completed successfully.",37,4,Information
23137,BTHUSB,"The operation completed successfully.",37,4,Information
23136,RFCOMM,"The operation completed successfully.",1,4,Information
23135,BTHUSB,"The operation completed successfully.",37,4,Information
23134,BTHUSB,"The operation completed successfully.",37,4,Information
23133,RFCOMM,"The operation completed successfully.",1,4,Information
23132,BTHUSB,"The operation completed successfully.",37,4,Information
23131,BTHUSB,"The operation completed successfully.",37,4,Information
23130,RFCOMM,"The operation completed successfully.",1,4,Information
23129,BTHUSB,"The operation completed successfully.",37,4,Information
23128,BTHUSB,"The operation completed successfully.",37,4,Information
23127,RFCOMM,"The operation completed successfully.",1,4,Information
23126,BTHUSB,"The operation completed successfully.",37,4,Information
23125,BTHUSB,"The operation completed successfully.",37,4,Information
23124,RFCOMM,"The operation completed successfully.",1,4,Information
23123,BTHUSB,"The operation completed successfully.",37,4,Information
23122,BTHUSB,"The operation completed successfully.",37,4,Information
23121,RFCOMM,"The operation completed successfully.",1,4,Information
23120,BTHUSB,"The operation completed successfully.",37,4,Information
23119,BTHUSB,"The operation completed successfully.",37,4,Information
23118,RFCOMM,"The operation completed successfully.",1,4,Information
23117,BTHUSB,"The operation completed successfully.",37,4,Information
23116,BTHUSB,"The operation completed successfully.",37,4,Information
23115,RFCOMM,"The operation completed successfully.",1,4,Information
23114,BTHUSB,"The operation completed successfully.",37,4,Information
23113,BTHUSB,"The operation completed successfully.",37,4,Information
23112,RFCOMM,"The operation completed successfully.",1,4,Information
23111,BTHUSB,"The operation completed successfully.",37,4,Information
23110,BTHUSB,"The operation completed successfully.",37,4,Information
23109,RFCOMM,"The operation completed successfully.",1,4,Information
23108,BTHUSB,"The operation completed successfully.",37,4,Information
23107,BTHUSB,"The operation completed successfully.",37,4,Information
23106,RFCOMM,"The operation completed successfully.",1,4,Information
23105,BTHUSB,"The operation completed successfully.",37,4,Information
23104,BTHUSB,"The operation completed successfully.",37,4,Information
23103,RFCOMM,"The operation completed successfully.",1,4,Information
23102,BTHUSB,"The operation completed successfully.",37,4,Information
23101,BTHUSB,"The operation completed successfully.",37,4,Information
23100,RFCOMM,"The operation completed successfully.",1,4,Information
23099,BTHUSB,"The operation completed successfully.",37,4,Information
23098,BTHUSB,"The operation completed successfully.",37,4,Information
23097,RFCOMM,"The operation completed successfully.",1,4,Information
23096,BTHUSB,"The operation completed successfully.",37,4,Information
23095,BTHUSB,"The operation completed successfully.",37,4,Information
23094,RFCOMM,"The operation completed successfully.",1,4,Information
23093,BTHUSB,"The operation completed successfully.",37,4,Information
23092,BTHUSB,"The operation completed successfully.",37,4,Information
23091,RFCOMM,"The operation completed successfully.",1,4,Information
23090,BTHUSB,"The operation completed successfully.",37,4,Information
23089,BTHUSB,"The operation completed successfully.",37,4,Information
23088,RFCOMM,"The operation completed successfully.",1,4,Information
23087,BTHUSB,"The operation completed successfully.",37,4,Information
23086,BTHUSB,"The operation completed successfully.",37,4,Information
23085,RFCOMM,"The operation completed successfully.",1,4,Information
23084,BTHUSB,"The operation completed successfully.",37,4,Information
23083,BTHUSB,"The operation completed successfully.",37,4,Information
23082,RFCOMM,"The operation completed successfully.",1,4,Information
23081,BTHUSB,"The operation completed successfully.",37,4,Information
23080,BTHUSB,"The operation completed successfully.",37,4,Information
23079,RFCOMM,"The operation completed successfully.",1,4,Information
23078,BTHUSB,"The operation completed successfully.",37,4,Information
23077,BTHUSB,"The operation completed successfully.",37,4,Information
23076,RFCOMM,"The operation completed successfully.",1,4,Information
23075,BTHUSB,"The operation completed successfully.",37,4,Information
23074,BTHUSB,"The operation completed successfully.",37,4,Information
23073,RFCOMM,"The operation completed successfully.",1,4,Information
23072,BTHUSB,"The operation completed successfully.",37,4,Information
23071,BTHUSB,"The operation completed successfully.",37,4,Information
23070,RFCOMM,"The operation completed successfully.",1,4,Information
23069,BTHUSB,"The operation completed successfully.",37,4,Information
23068,BTHUSB,"The operation completed successfully.",37,4,Information
23067,RFCOMM,"The operation completed successfully.",1,4,Information
23066,BTHUSB,"The operation completed successfully.",37,4,Information
23065,BTHUSB,"The operation completed successfully.",37,4,Information
23064,RFCOMM,"The operation completed successfully.",1,4,Information
23063,BTHUSB,"The operation completed successfully.",37,4,Information
23062,BTHUSB,"The operation completed successfully.",37,4,Information
23061,RFCOMM,"The operation completed successfully.",1,4,Information
23060,BTHUSB,"The operation completed successfully.",37,4,Information
23059,BTHUSB,"The operation completed successfully.",37,4,Information
23058,RFCOMM,"The operation completed successfully.",1,4,Information
23057,BTHUSB,"The operation completed successfully.",37,4,Information
23056,BTHUSB,"The operation completed successfully.",37,4,Information
23055,RFCOMM,"The operation completed successfully.",1,4,Information
23054,BTHUSB,"The operation completed successfully.",37,4,Information
23053,BTHUSB,"The operation completed successfully.",37,4,Information
23052,RFCOMM,"The operation completed successfully.",1,4,Information
23051,BTHUSB,"The operation completed successfully.",37,4,Information
23050,BTHUSB,"The operation completed successfully.",37,4,Information
23049,RFCOMM,"The operation completed successfully.",1,4,Information
23048,BTHUSB,"The operation completed successfully.",37,4,Information
23047,BTHUSB,"The operation completed successfully.",37,4,Information
23046,RFCOMM,"The operation completed successfully.",1,4,Information
23045,BTHUSB,"The operation completed successfully.",37,4,Information
23044,BTHUSB,"The operation completed successfully.",37,4,Information
23043,RFCOMM,"The operation completed successfully.",1,4,Information
23042,BTHUSB,"The operation completed successfully.",37,4,Information
23041,BTHUSB,"The operation completed successfully.",37,4,Information
23040,RFCOMM,"The operation completed successfully.",1,4,Information
23039,BTHUSB,"The operation completed successfully.",37,4,Information
23038,BTHUSB,"The operation completed successfully.",37,4,Information
23037,RFCOMM,"The operation completed successfully.",1,4,Information
23036,BTHUSB,"The operation completed successfully.",37,4,Information
23035,BTHUSB,"The operation completed successfully.",37,4,Information
23034,RFCOMM,"The operation completed successfully.",1,4,Information
23033,BTHUSB,"The operation completed successfully.",37,4,Information
23032,BTHUSB,"The operation completed successfully.",37,4,Information
23031,RFCOMM,"The operation completed successfully.",1,4,Information
23030,BTHUSB,"The operation completed successfully.",37,4,Information
23029,BTHUSB,"The operation completed successfully.",37,4,Information
23028,RFCOMM,"The operation completed successfully.",1,4,Information
23027,BTHUSB,"The operation completed successfully.",37,4,Information
23026,BTHUSB,"The operation completed successfully.",37,4,Information
23025,RFCOMM,"The operation completed successfully.",1,4,Information
23024,BTHUSB,"The operation completed successfully.",37,4,Information
23023,BTHUSB,"The operation completed successfully.",37,4,Information
23022,RFCOMM,"The operation completed successfully.",1,4,Information
23021,BTHUSB,"The operation completed successfully.",37,4,Information
23020,BTHUSB,"The operation completed successfully.",37,4,Information
23019,RFCOMM,"The operation completed successfully.",1,4,Information
23018,BTHUSB,"The operation completed successfully.",37,4,Information
23017,BTHUSB,"The operation completed successfully.",37,4,Information
23016,RFCOMM,"The operation completed successfully.",1,4,Information
23015,BTHUSB,"The operation completed successfully.",37,4,Information
23014,BTHUSB,"The operation completed successfully.",37,4,Information
23013,RFCOMM,"The operation completed successfully.",1,4,Information
23012,BTHUSB,"The operation completed successfully.",37,4,Information
23011,BTHUSB,"The operation completed successfully.",37,4,Information
23010,RFCOMM,"The operation completed successfully.",1,4,Information
23009,BTHUSB,"The operation completed successfully.",37,4,Information
23008,BTHUSB,"The operation completed successfully.",37,4,Information
23007,RFCOMM,"The operation completed successfully.",1,4,Information
23006,BTHUSB,"The operation completed successfully.",37,4,Information
23005,BTHUSB,"The operation completed successfully.",37,4,Information
23004,RFCOMM,"The operation completed successfully.",1,4,Information
23003,BTHUSB,"The operation completed successfully.",37,4,Information
23002,BTHUSB,"The operation completed successfully.",37,4,Information
23001,RFCOMM,"The operation completed successfully.",1,4,Information
23000,BTHUSB,"The operation completed successfully.",37,4,Information
22999,BTHUSB,"The operation completed successfully.",37,4,Information
22998,RFCOMM,"The operation completed successfully.",1,4,Information
22997,BTHUSB,"The operation completed successfully.",37,4,Information
22996,BTHUSB,"The operation completed successfully.",37,4,Information
22995,RFCOMM,"The operation completed successfully.",1,4,Information
22994,BTHUSB,"The operation completed successfully.",37,4,Information
22993,BTHUSB,"The operation completed successfully.",37,4,Information
22992,RFCOMM,"The operation completed successfully.",1,4,Information
22991,BTHUSB,"The operation completed successfully.",37,4,Information
22990,BTHUSB,"The operation completed successfully.",37,4,Information
22989,RFCOMM,"The operation completed successfully.",1,4,Information
22988,BTHUSB,"The operation completed successfully.",37,4,Information
22987,BTHUSB,"The operation completed successfully.",37,4,Information
22986,RFCOMM,"The operation completed successfully.",1,4,Information
22985,BTHUSB,"The operation completed successfully.",37,4,Information
22984,BTHUSB,"The operation completed successfully.",37,4,Information
22983,RFCOMM,"The operation completed successfully.",1,4,Information
22982,BTHUSB,"The operation completed successfully.",37,4,Information
22981,BTHUSB,"The operation completed successfully.",37,4,Information
22980,RFCOMM,"The operation completed successfully.",1,4,Information
22979,BTHUSB,"The operation completed successfully.",37,4,Information
22978,BTHUSB,"The operation completed successfully.",37,4,Information
22977,RFCOMM,"The operation completed successfully.",1,4,Information
22976,BTHUSB,"The operation completed successfully.",37,4,Information
22975,BTHUSB,"The operation completed successfully.",37,4,Information
22974,RFCOMM,"The operation completed successfully.",1,4,Information
22973,BTHUSB,"The operation completed successfully.",37,4,Information
22972,BTHUSB,"The operation completed successfully.",37,4,Information
22971,RFCOMM,"The operation completed successfully.",1,4,Information
22970,BTHUSB,"The operation completed successfully.",37,4,Information
22969,BTHUSB,"The operation completed successfully.",37,4,Information
22968,RFCOMM,"The operation completed successfully.",1,4,Information
22967,BTHUSB,"The operation completed successfully.",37,4,Information
22966,BTHUSB,"The operation completed successfully.",37,4,Information
22965,RFCOMM,"The operation completed successfully.",1,4,Information
22964,BTHUSB,"The operation completed successfully.",37,4,Information
22963,BTHUSB,"The operation completed successfully.",37,4,Information
22962,RFCOMM,"The operation completed successfully.",1,4,Information
22961,BTHUSB,"The operation completed successfully.",37,4,Information
22960,BTHUSB,"The operation completed successfully.",37,4,Information
22959,RFCOMM,"The operation completed successfully.",1,4,Information
22958,BTHUSB,"The operation completed successfully.",37,4,Information
22957,BTHUSB,"The operation completed successfully.",37,4,Information
22956,RFCOMM,"The operation completed successfully.",1,4,Information
22955,BTHUSB,"The operation completed successfully.",37,4,Information
22954,BTHUSB,"The operation completed successfully.",37,4,Information
22953,RFCOMM,"The operation completed successfully.",1,4,Information
22952,BTHUSB,"The operation completed successfully.",37,4,Information
22951,BTHUSB,"The operation completed successfully.",37,4,Information
22950,RFCOMM,"The operation completed successfully.",1,4,Information
22949,BTHUSB,"The operation completed successfully.",37,4,Information
22948,BTHUSB,"The operation completed successfully.",37,4,Information
22947,RFCOMM,"The operation completed successfully.",1,4,Information
22946,BTHUSB,"The operation completed successfully.",37,4,Information
22945,BTHUSB,"The operation completed successfully.",37,4,Information
22944,RFCOMM,"The operation completed successfully.",1,4,Information
22943,BTHUSB,"The operation completed successfully.",37,4,Information
22942,BTHUSB,"The operation completed successfully.",37,4,Information
22941,RFCOMM,"The operation completed successfully.",1,4,Information
22940,BTHUSB,"The operation completed successfully.",37,4,Information
22939,BTHUSB,"The operation completed successfully.",37,4,Information
22938,RFCOMM,"The operation completed successfully.",1,4,Information
22937,BTHUSB,"The operation completed successfully.",37,4,Information
22936,BTHUSB,"The operation completed successfully.",37,4,Information
22935,RFCOMM,"The operation completed successfully.",1,4,Information
22934,BTHUSB,"The operation completed successfully.",37,4,Information
22933,BTHUSB,"The operation completed successfully.",37,4,Information
22932,RFCOMM,"The operation completed successfully.",1,4,Information
22931,BTHUSB,"The operation completed successfully.",37,4,Information
22930,BTHUSB,"The operation completed successfully.",37,4,Information
22929,RFCOMM,"The operation completed successfully.",1,4,Information
22928,BTHUSB,"The operation completed successfully.",37,4,Information
22927,BTHUSB,"The operation completed successfully.",37,4,Information
22926,RFCOMM,"The operation completed successfully.",1,4,Information
22925,BTHUSB,"The operation completed successfully.",37,4,Information
22924,BTHUSB,"The operation completed successfully.",37,4,Information
22923,RFCOMM,"The operation completed successfully.",1,4,Information
22922,BTHUSB,"The operation completed successfully.",37,4,Information
22921,BTHUSB,"The operation completed successfully.",37,4,Information
22920,RFCOMM,"The operation completed successfully.",1,4,Information
22919,BTHUSB,"The operation completed successfully.",37,4,Information
22918,BTHUSB,"The operation completed successfully.",37,4,Information
22917,RFCOMM,"The operation completed successfully.",1,4,Information
22916,BTHUSB,"The operation completed successfully.",37,4,Information
22915,BTHUSB,"The operation completed successfully.",37,4,Information
22914,RFCOMM,"The operation completed successfully.",1,4,Information
22913,BTHUSB,"The operation completed successfully.",37,4,Information
22912,BTHUSB,"The operation completed successfully.",37,4,Information
22911,RFCOMM,"The operation completed successfully.",1,4,Information
22910,BTHUSB,"The operation completed successfully.",37,4,Information
22909,BTHUSB,"The operation completed successfully.",37,4,Information
22908,RFCOMM,"The operation completed successfully.",1,4,Information
22907,BTHUSB,"The operation completed successfully.",37,4,Information
22906,BTHUSB,"The operation completed successfully.",37,4,Information
22905,RFCOMM,"The operation completed successfully.",1,4,Information
22904,BTHUSB,"The operation completed successfully.",37,4,Information
22903,BTHUSB,"The operation completed successfully.",37,4,Information
22902,RFCOMM,"The operation completed successfully.",1,4,Information
22901,BTHUSB,"The operation completed successfully.",37,4,Information
22900,BTHUSB,"The operation completed successfully.",37,4,Information
22899,RFCOMM,"The operation completed successfully.",1,4,Information
22898,BTHUSB,"The operation completed successfully.",37,4,Information
22897,BTHUSB,"The operation completed successfully.",37,4,Information
22896,RFCOMM,"The operation completed successfully.",1,4,Information
22895,BTHUSB,"The operation completed successfully.",37,4,Information
22894,BTHUSB,"The operation completed successfully.",37,4,Information
22893,RFCOMM,"The operation completed successfully.",1,4,Information
22892,BTHUSB,"The operation completed successfully.",37,4,Information
22891,BTHUSB,"The operation completed successfully.",37,4,Information
22890,RFCOMM,"The operation completed successfully.",1,4,Information
22889,BTHUSB,"The operation completed successfully.",37,4,Information
22888,BTHUSB,"The operation completed successfully.",37,4,Information
22887,RFCOMM,"The operation completed successfully.",1,4,Information
22886,BTHUSB,"The operation completed successfully.",37,4,Information
22885,BTHUSB,"The operation completed successfully.",37,4,Information
22884,RFCOMM,"The operation completed successfully.",1,4,Information
22883,BTHUSB,"The operation completed successfully.",37,4,Information
22882,BTHUSB,"The operation completed successfully.",37,4,Information
22881,RFCOMM,"The operation completed successfully.",1,4,Information
22880,BTHUSB,"The operation completed successfully.",37,4,Information
22879,BTHUSB,"The operation completed successfully.",37,4,Information
22878,RFCOMM,"The operation completed successfully.",1,4,Information
22877,BTHUSB,"The operation completed successfully.",37,4,Information
22876,BTHUSB,"The operation completed successfully.",37,4,Information
22875,RFCOMM,"The operation completed successfully.",1,4,Information
22874,BTHUSB,"The operation completed successfully.",37,4,Information
22873,BTHUSB,"The operation completed successfully.",37,4,Information
22872,RFCOMM,"The operation completed successfully.",1,4,Information
22871,BTHUSB,"The operation completed successfully.",37,4,Information
22870,BTHUSB,"The operation completed successfully.",37,4,Information
22869,RFCOMM,"The operation completed successfully.",1,4,Information
22868,BTHUSB,"The operation completed successfully.",37,4,Information
22867,BTHUSB,"The operation completed successfully.",37,4,Information
22866,RFCOMM,"The operation completed successfully.",1,4,Information
22865,BTHUSB,"The operation completed successfully.",37,4,Information
22864,BTHUSB,"The operation completed successfully.",37,4,Information
22863,RFCOMM,"The operation completed successfully.",1,4,Information
22862,BTHUSB,"The operation completed successfully.",37,4,Information
22861,BTHUSB,"The operation completed successfully.",37,4,Information
22860,RFCOMM,"The operation completed successfully.",1,4,Information
22859,BTHUSB,"The operation completed successfully.",37,4,Information
22858,BTHUSB,"The operation completed successfully.",37,4,Information
22857,RFCOMM,"The operation completed successfully.",1,4,Information
22856,BTHUSB,"The operation completed successfully.",37,4,Information
22855,BTHUSB,"The operation completed successfully.",37,4,Information
22854,RFCOMM,"The operation completed successfully.",1,4,Information
22853,BTHUSB,"The operation completed successfully.",37,4,Information
22852,BTHUSB,"The operation completed successfully.",37,4,Information
22851,RFCOMM,"The operation completed successfully.",1,4,Information
22850,BTHUSB,"The operation completed successfully.",37,4,Information
22849,BTHUSB,"The operation completed successfully.",37,4,Information
22848,RFCOMM,"The operation completed successfully.",1,4,Information
22847,BTHUSB,"The operation completed successfully.",37,4,Information
22846,BTHUSB,"The operation completed successfully.",37,4,Information
22845,RFCOMM,"The operation completed successfully.",1,4,Information
22844,BTHUSB,"The operation completed successfully.",37,4,Information
22843,BTHUSB,"The operation completed successfully.",37,4,Information
22842,RFCOMM,"The operation completed successfully.",1,4,Information
22841,BTHUSB,"The operation completed successfully.",37,4,Information
22840,BTHUSB,"The operation completed successfully.",37,4,Information
22839,RFCOMM,"The operation completed successfully.",1,4,Information
22838,BTHUSB,"The operation completed successfully.",37,4,Information
22837,BTHUSB,"The operation completed successfully.",37,4,Information
22836,RFCOMM,"The operation completed successfully.",1,4,Information
22835,BTHUSB,"The operation completed successfully.",37,4,Information
22834,BTHUSB,"The operation completed successfully.",37,4,Information
22833,RFCOMM,"The operation completed successfully.",1,4,Information
22832,BTHUSB,"The operation completed successfully.",37,4,Information
22831,BTHUSB,"The operation completed successfully.",37,4,Information
22830,RFCOMM,"The operation completed successfully.",1,4,Information
22829,BTHUSB,"The operation completed successfully.",37,4,Information
22828,BTHUSB,"The operation completed successfully.",37,4,Information
22827,RFCOMM,"The operation completed successfully.",1,4,Information
22826,BTHUSB,"The operation completed successfully.",37,4,Information
